Node 0, start at 329, n: 7, c:7
Node 735, start at 362, n: 11, c:11
Node 736, start at 45, n: 7, c:7
Node 737, start at 16, n: 11, c:11
Node 738, start at 1000, n: 13, c:13
Node 739, start at 440, n: 3, c:3
Node 740, start at 791, n: 3, c:3
Node 741, start at 355, n: 7, c:7
Node 742, start at 709, n: 5, c:5
Node 743, start at 406, n: 13, c:13
Node 744, start at 927, n: 5, c:5
Node 745, start at 215, n: 3, c:3
Node 746, start at 628, n: 13, c:13
Node 747, start at 849, n: 13, c:13
Node 748, start at 347, n: 5, c:5
Node 749, start at 859, n: 11, c:11
Node 750, start at 4, n: 5, c:5
Node 751, start at 847, n: 3, c:3
Node 752, start at 561, n: 3, c:3
Node 753, start at 217, n: 3, c:3
Node 754, start at 234, n: 7, c:7
Node 755, start at 354, n: 5, c:5
Node 756, start at 180, n: 3, c:3
Node 757, start at 385, n: 7, c:7
Node 758, start at 962, n: 7, c:7
Node 759, start at 417, n: 7, c:7
Node 760, start at 153, n: 3, c:3
Node 761, start at 463, n: 3, c:3
Node 762, start at 694, n: 3, c:3
Node 763, start at 682, n: 5, c:5
Node 764, start at 999, n: 3, c:3
Node 765, start at 625, n: 3, c:3
Node 766, start at 582, n: 11, c:11
Node 767, start at 991, n: 3, c:3
Node 768, start at 98, n: 5, c:5
Node 769, start at 303, n: 5, c:5
Node 770, start at 69, n: 5, c:5
Node 771, start at 301, n: 11, c:11
Node 772, start at 156, n: 3, c:3
Node 773, start at 543, n: 3, c:3
Node 774, start at 166, n: 11, c:11
Node 775, start at 565, n: 5, c:5
Node 776, start at 40, n: 5, c:5
Node 777, start at 753, n: 7, c:7
Node 778, start at 971, n: 3, c:3
Node 779, start at 699, n: 3, c:3
Node 780, start at 223, n: 5, c:5
Node 781, start at 849, n: 3, c:3
Node 782, start at 904, n: 5, c:5
Node 783, start at 13, n: 7, c:7
Node 784, start at 494, n: 5, c:5
Node 785, start at 358, n: 13, c:13
Node 786, start at 333, n: 3, c:3
Node 787, start at 661, n: 3, c:3
Node 788, start at 184, n: 3, c:3
Node 789, start at 664, n: 5, c:5
Node 790, start at 455, n: 7, c:7
Node 791, start at 519, n: 5, c:5
Node 792, start at 112, n: 11, c:11
Node 793, start at 487, n: 5, c:5
Node 794, start at 802, n: 3, c:3
Node 795, start at 950, n: 5, c:5
Node 796, start at 87, n: 3, c:3
Node 797, start at 129, n: 13, c:13
Node 798, start at 574, n: 3, c:3
Node 799, start at 800, n: 3, c:3
Node 800, start at 943, n: 11, c:11
Node 801, start at 905, n: 13, c:13
Node 802, start at 650, n: 5, c:5
Node 803, start at 666, n: 5, c:5
Node 804, start at 794, n: 11, c:11
Node 805, start at 256, n: 5, c:5
Node 806, start at 75, n: 5, c:5
Node 807, start at 272, n: 3, c:3
Node 808, start at 986, n: 5, c:5
Node 809, start at 108, n: 7, c:7
Node 810, start at 823, n: 7, c:7
Node 811, start at 179, n: 3, c:3
Node 812, start at 130, n: 5, c:5
Node 813, start at 89, n: 13, c:13
Node 814, start at 789, n: 11, c:11
Node 815, start at 450, n: 3, c:3
Node 816, start at 443, n: 13, c:13
Node 817, start at 332, n: 3, c:3
Node 818, start at 515, n: 5, c:5
Node 819, start at 896, n: 3, c:3
Node 820, start at 151, n: 5, c:5
Node 821, start at 482, n: 3, c:3
Node 822, start at 49, n: 11, c:11
Node 823, start at 720, n: 7, c:7
Node 824, start at 666, n: 5, c:5
Node 825, start at 632, n: 3, c:3
Node 826, start at 829, n: 3, c:3
Node 827, start at 891, n: 5, c:5
Node 828, start at 968, n: 13, c:13
Node 829, start at 381, n: 3, c:3
Node 830, start at 582, n: 11, c:11
Node 831, start at 107, n: 13, c:13
Node 832, start at 577, n: 3, c:3
Node 833, start at 342, n: 7, c:7
Node 834, start at 238, n: 3, c:3
Node 835, start at 984, n: 13, c:13
Node 836, start at 635, n: 5, c:5
Node 837, start at 592, n: 5, c:5
Node 838, start at 692, n: 7, c:7
Node 839, start at 694, n: 11, c:11
Node 840, start at 641, n: 5, c:5
Node 841, start at 785, n: 5, c:5
Node 842, start at 623, n: 7, c:7
Node 843, start at 831, n: 13, c:13
Node 844, start at 918, n: 3, c:3
Node 845, start at 670, n: 5, c:5
Node 846, start at 447, n: 7, c:7
Node 847, start at 691, n: 5, c:5
Node 848, start at 595, n: 11, c:11
Node 849, start at 246, n: 3, c:3
Node 850, start at 655, n: 3, c:3
Node 851, start at 399, n: 5, c:5
Node 852, start at 272, n: 3, c:3
Node 853, start at 883, n: 3, c:3
Node 854, start at 259, n: 5, c:5
Node 855, start at 27, n: 7, c:7
Node 856, start at 601, n: 3, c:3
Node 857, start at 201, n: 13, c:13
Node 858, start at 169, n: 5, c:5
Node 859, start at 813, n: 11, c:11
Node 860, start at 626, n: 13, c:13
Node 861, start at 122, n: 3, c:3
Node 862, start at 625, n: 3, c:3
Node 863, start at 399, n: 11, c:11
Node 864, start at 344, n: 3, c:3
Node 865, start at 199, n: 7, c:7
Node 866, start at 651, n: 5, c:5
Node 867, start at 935, n: 5, c:5
Node 868, start at 746, n: 5, c:5
Node 869, start at 426, n: 13, c:13
Node 870, start at 426, n: 3, c:3
Node 871, start at 710, n: 3, c:3
Node 872, start at 462, n: 5, c:5
Node 873, start at 131, n: 5, c:5
Node 874, start at 642, n: 3, c:3
Node 875, start at 310, n: 11, c:11
Node 876, start at 199, n: 5, c:5
Node 877, start at 252, n: 5, c:5
Node 878, start at 270, n: 3, c:3
Node 879, start at 256, n: 7, c:7
Node 880, start at 897, n: 5, c:5
Node 881, start at 533, n: 3, c:3
Node 882, start at 206, n: 7, c:7
Node 883, start at 370, n: 3, c:3
Node 884, start at 232, n: 3, c:3
Node 885, start at 114, n: 11, c:11
Node 886, start at 150, n: 7, c:7
Node 887, start at 202, n: 5, c:5
Node 888, start at 549, n: 3, c:3
Node 889, start at 745, n: 11, c:11
Node 890, start at 823, n: 3, c:3
Node 891, start at 414, n: 3, c:3
Node 892, start at 600, n: 13, c:13
Node 893, start at 38, n: 5, c:5
Node 894, start at 861, n: 5, c:5
Node 895, start at 997, n: 3, c:3
Node 896, start at 437, n: 5, c:5
Node 897, start at 676, n: 5, c:5
Node 898, start at 99, n: 5, c:5
Node 899, start at 704, n: 5, c:5
Node 900, start at 621, n: 3, c:3
Node 901, start at 177, n: 13, c:13
Node 902, start at 715, n: 5, c:5
Node 903, start at 757, n: 5, c:5
Node 904, start at 312, n: 3, c:3
Node 905, start at 977, n: 5, c:5
Node 906, start at 865, n: 13, c:13
Node 907, start at 220, n: 11, c:11
Node 908, start at 323, n: 3, c:3
Node 909, start at 524, n: 11, c:11
Node 910, start at 693, n: 3, c:3
Node 911, start at 44, n: 3, c:3
Node 912, start at 301, n: 3, c:3
Node 913, start at 667, n: 3, c:3
Node 914, start at 978, n: 3, c:3
Node 915, start at 975, n: 13, c:13
Node 916, start at 72, n: 5, c:5
Node 917, start at 406, n: 5, c:5
Node 918, start at 498, n: 5, c:5
Node 919, start at 514, n: 11, c:11
Node 920, start at 733, n: 13, c:13
Node 921, start at 735, n: 13, c:13
Node 922, start at 671, n: 5, c:5
Node 923, start at 596, n: 11, c:11
Node 924, start at 6, n: 5, c:5
Node 925, start at 288, n: 3, c:3
Node 926, start at 407, n: 11, c:11
Node 927, start at 772, n: 7, c:7
Node 928, start at 442, n: 5, c:5
Node 929, start at 558, n: 13, c:13
Node 930, start at 768, n: 5, c:5
Node 931, start at 268, n: 13, c:13
Node 932, start at 75, n: 13, c:13
Node 933, start at 297, n: 11, c:11
Node 934, start at 467, n: 3, c:3
Node 935, start at 679, n: 7, c:7
Node 936, start at 784, n: 3, c:3
Node 937, start at 1, n: 5, c:5
Node 938, start at 198, n: 3, c:3
Node 939, start at 778, n: 5, c:5
Node 940, start at 50, n: 13, c:13
Node 941, start at 525, n: 5, c:5
Node 942, start at 819, n: 13, c:13
Node 943, start at 942, n: 3, c:3
Node 944, start at 760, n: 5, c:5
Node 945, start at 3, n: 3, c:3
Node 946, start at 599, n: 11, c:11
Node 947, start at 35, n: 3, c:3
Node 948, start at 427, n: 7, c:7
Node 949, start at 405, n: 3, c:3
Node 950, start at 684, n: 3, c:3
Node 951, start at 287, n: 3, c:3
Node 952, start at 463, n: 3, c:3
Node 953, start at 265, n: 5, c:5
Node 954, start at 520, n: 3, c:3
Node 955, start at 26, n: 5, c:5
Node 956, start at 436, n: 5, c:5
Node 957, start at 771, n: 5, c:5
Node 958, start at 355, n: 3, c:3
Node 959, start at 571, n: 5, c:5
Node 960, start at 678, n: 5, c:5
Node 961, start at 45, n: 7, c:7
Node 962, start at 96, n: 7, c:7
Node 963, start at 346, n: 5, c:5
Node 964, start at 428, n: 5, c:5
Node 965, start at 544, n: 3, c:3
Node 966, start at 230, n: 3, c:3
Node 967, start at 611, n: 5, c:5
Node 968, start at 628, n: 13, c:13
Node 969, start at 715, n: 5, c:5
Node 970, start at 914, n: 13, c:13
Node 971, start at 93, n: 7, c:7
Node 972, start at 325, n: 11, c:11
Node 973, start at 183, n: 11, c:11
Node 974, start at 553, n: 3, c:3
Node 975, start at 750, n: 11, c:11
Node 976, start at 905, n: 3, c:3
Node 977, start at 239, n: 3, c:3
Node 978, start at 618, n: 3, c:3
Node 979, start at 637, n: 3, c:3
Node 980, start at 20, n: 5, c:5
Node 981, start at 845, n: 7, c:7
Node 982, start at 737, n: 3, c:3
Node 983, start at 90, n: 5, c:5
Node 984, start at 596, n: 3, c:3
Node 985, start at 482, n: 3, c:3
Node 986, start at 791, n: 13, c:13
Node 987, start at 444, n: 13, c:13
Node 988, start at 897, n: 5, c:5
Node 989, start at 337, n: 11, c:11
Node 990, start at 706, n: 3, c:3
Node 991, start at 925, n: 5, c:5
Node 992, start at 928, n: 5, c:5
Node 993, start at 521, n: 3, c:3
Node 994, start at 332, n: 11, c:11
Node 995, start at 573, n: 3, c:3
Node 996, start at 246, n: 7, c:7
Node 997, start at 472, n: 5, c:5
Node 998, start at 880, n: 3, c:3
Node 999, start at 541, n: 5, c:5
