Node 0, start at 107, c: 5
Node 932, start at 506, c: 7
Node 933, start at 805, c: 5
Node 934, start at 5, c: 5
Node 935, start at 609, c: 7
Node 936, start at 918, c: 3
Node 937, start at 825, c: 5
Node 938, start at 664, c: 3
Node 939, start at 640, c: 7
Node 940, start at 872, c: 3
Node 941, start at 482, c: 11
Node 942, start at 912, c: 5
Node 943, start at 826, c: 13
Node 944, start at 352, c: 19
Node 945, start at 874, c: 11
Node 946, start at 595, c: 7
Node 947, start at 343, c: 7
Node 948, start at 237, c: 7
Node 949, start at 283, c: 7
Node 950, start at 287, c: 5
Node 951, start at 549, c: 7
Node 952, start at 1, c: 5
Node 953, start at 343, c: 5
Node 954, start at 478, c: 5
Node 955, start at 401, c: 19
Node 956, start at 758, c: 3
Node 957, start at 570, c: 3
Node 958, start at 253, c: 11
Node 959, start at 529, c: 7
Node 960, start at 421, c: 5
Node 961, start at 393, c: 19
Node 962, start at 294, c: 3
Node 963, start at 331, c: 13
Node 964, start at 488, c: 5
Node 965, start at 82, c: 19
Node 966, start at 832, c: 5
Node 967, start at 920, c: 5
Node 968, start at 72, c: 5
Node 969, start at 322, c: 13
Node 970, start at 896, c: 7
Node 971, start at 279, c: 13
Node 972, start at 855, c: 7
Node 973, start at 948, c: 11
Node 974, start at 142, c: 13
Node 975, start at 393, c: 5
Node 976, start at 154, c: 13
Node 977, start at 147, c: 3
Node 978, start at 817, c: 7
Node 979, start at 260, c: 5
Node 980, start at 859, c: 5
Node 981, start at 256, c: 5
Node 982, start at 256, c: 19
Node 983, start at 203, c: 7
Node 984, start at 512, c: 3
Node 985, start at 140, c: 5
Node 986, start at 854, c: 5
Node 987, start at 455, c: 11
Node 988, start at 124, c: 7
Node 989, start at 505, c: 7
Node 990, start at 877, c: 5
Node 991, start at 934, c: 19
Node 992, start at 397, c: 13
Node 993, start at 649, c: 19
Node 994, start at 367, c: 5
Node 995, start at 676, c: 11
Node 996, start at 24, c: 3
Node 997, start at 408, c: 5
Node 998, start at 409, c: 5
Node 999, start at 744, c: 13
