Node 0, start at 786, c: 13
Node 932, start at 154, c: 7
Node 933, start at 263, c: 5
Node 934, start at 261, c: 7
Node 935, start at 116, c: 7
Node 936, start at 260, c: 3
Node 937, start at 969, c: 5
Node 938, start at 204, c: 5
Node 939, start at 170, c: 5
Node 940, start at 613, c: 5
Node 941, start at 582, c: 7
Node 942, start at 353, c: 19
Node 943, start at 189, c: 3
Node 944, start at 116, c: 5
Node 945, start at 470, c: 7
Node 946, start at 999, c: 3
Node 947, start at 701, c: 13
Node 948, start at 456, c: 19
Node 949, start at 629, c: 7
Node 950, start at 333, c: 13
Node 951, start at 902, c: 5
Node 952, start at 789, c: 5
Node 953, start at 871, c: 11
Node 954, start at 99, c: 3
Node 955, start at 159, c: 5
Node 956, start at 839, c: 13
Node 957, start at 993, c: 19
Node 958, start at 71, c: 5
Node 959, start at 349, c: 7
Node 960, start at 31, c: 7
Node 961, start at 985, c: 11
Node 962, start at 936, c: 3
Node 963, start at 859, c: 11
Node 964, start at 750, c: 3
Node 965, start at 415, c: 5
Node 966, start at 276, c: 11
Node 967, start at 496, c: 13
Node 968, start at 371, c: 13
Node 969, start at 461, c: 3
Node 970, start at 908, c: 5
Node 971, start at 462, c: 5
Node 972, start at 12, c: 5
Node 973, start at 72, c: 19
Node 974, start at 696, c: 7
Node 975, start at 271, c: 11
Node 976, start at 798, c: 7
Node 977, start at 556, c: 5
Node 978, start at 283, c: 13
Node 979, start at 106, c: 19
Node 980, start at 529, c: 19
Node 981, start at 70, c: 7
Node 982, start at 593, c: 11
Node 983, start at 492, c: 5
Node 984, start at 963, c: 5
Node 985, start at 152, c: 7
Node 986, start at 178, c: 13
Node 987, start at 111, c: 11
Node 988, start at 256, c: 19
Node 989, start at 550, c: 19
Node 990, start at 948, c: 3
Node 991, start at 177, c: 7
Node 992, start at 226, c: 5
Node 993, start at 379, c: 11
Node 994, start at 989, c: 11
Node 995, start at 340, c: 5
Node 996, start at 715, c: 7
Node 997, start at 4, c: 5
Node 998, start at 208, c: 13
Node 999, start at 827, c: 19
