Node 0, start at 733, n: 5, c:5
Node 735, start at 878, n: 5, c:5
Node 736, start at 118, n: 13, c:13
Node 737, start at 138, n: 7, c:7
Node 738, start at 327, n: 3, c:3
Node 739, start at 25, n: 11, c:11
Node 740, start at 454, n: 7, c:7
Node 741, start at 444, n: 3, c:3
Node 742, start at 176, n: 11, c:11
Node 743, start at 400, n: 3, c:3
Node 744, start at 911, n: 5, c:5
Node 745, start at 640, n: 5, c:5
Node 746, start at 358, n: 5, c:5
Node 747, start at 55, n: 5, c:5
Node 748, start at 730, n: 5, c:5
Node 749, start at 525, n: 3, c:3
Node 750, start at 380, n: 13, c:13
Node 751, start at 31, n: 3, c:3
Node 752, start at 949, n: 3, c:3
Node 753, start at 572, n: 3, c:3
Node 754, start at 185, n: 5, c:5
Node 755, start at 742, n: 7, c:7
Node 756, start at 96, n: 3, c:3
Node 757, start at 28, n: 5, c:5
Node 758, start at 277, n: 7, c:7
Node 759, start at 667, n: 3, c:3
Node 760, start at 321, n: 5, c:5
Node 761, start at 730, n: 3, c:3
Node 762, start at 907, n: 13, c:13
Node 763, start at 408, n: 3, c:3
Node 764, start at 27, n: 13, c:13
Node 765, start at 100, n: 11, c:11
Node 766, start at 357, n: 5, c:5
Node 767, start at 208, n: 11, c:11
Node 768, start at 315, n: 5, c:5
Node 769, start at 740, n: 13, c:13
Node 770, start at 902, n: 5, c:5
Node 771, start at 610, n: 3, c:3
Node 772, start at 391, n: 5, c:5
Node 773, start at 909, n: 5, c:5
Node 774, start at 881, n: 3, c:3
Node 775, start at 317, n: 3, c:3
Node 776, start at 670, n: 3, c:3
Node 777, start at 426, n: 3, c:3
Node 778, start at 342, n: 3, c:3
Node 779, start at 597, n: 13, c:13
Node 780, start at 603, n: 5, c:5
Node 781, start at 892, n: 3, c:3
Node 782, start at 419, n: 5, c:5
Node 783, start at 272, n: 5, c:5
Node 784, start at 660, n: 3, c:3
Node 785, start at 893, n: 3, c:3
Node 786, start at 589, n: 11, c:11
Node 787, start at 715, n: 3, c:3
Node 788, start at 200, n: 7, c:7
Node 789, start at 588, n: 7, c:7
Node 790, start at 950, n: 11, c:11
Node 791, start at 415, n: 5, c:5
Node 792, start at 605, n: 5, c:5
Node 793, start at 443, n: 3, c:3
Node 794, start at 147, n: 13, c:13
Node 795, start at 836, n: 5, c:5
Node 796, start at 11, n: 3, c:3
Node 797, start at 513, n: 5, c:5
Node 798, start at 308, n: 5, c:5
Node 799, start at 527, n: 3, c:3
Node 800, start at 194, n: 3, c:3
Node 801, start at 435, n: 3, c:3
Node 802, start at 419, n: 3, c:3
Node 803, start at 245, n: 5, c:5
Node 804, start at 463, n: 13, c:13
Node 805, start at 311, n: 5, c:5
Node 806, start at 566, n: 11, c:11
Node 807, start at 422, n: 3, c:3
Node 808, start at 381, n: 5, c:5
Node 809, start at 44, n: 5, c:5
Node 810, start at 706, n: 5, c:5
Node 811, start at 917, n: 13, c:13
Node 812, start at 947, n: 5, c:5
Node 813, start at 41, n: 7, c:7
Node 814, start at 986, n: 7, c:7
Node 815, start at 333, n: 7, c:7
Node 816, start at 989, n: 5, c:5
Node 817, start at 25, n: 5, c:5
Node 818, start at 599, n: 13, c:13
Node 819, start at 742, n: 3, c:3
Node 820, start at 850, n: 3, c:3
Node 821, start at 492, n: 3, c:3
Node 822, start at 326, n: 7, c:7
Node 823, start at 333, n: 3, c:3
Node 824, start at 633, n: 7, c:7
Node 825, start at 39, n: 13, c:13
Node 826, start at 583, n: 3, c:3
Node 827, start at 169, n: 7, c:7
Node 828, start at 817, n: 3, c:3
Node 829, start at 375, n: 5, c:5
Node 830, start at 126, n: 5, c:5
Node 831, start at 27, n: 7, c:7
Node 832, start at 155, n: 5, c:5
Node 833, start at 812, n: 13, c:13
Node 834, start at 298, n: 3, c:3
Node 835, start at 554, n: 3, c:3
Node 836, start at 974, n: 3, c:3
Node 837, start at 634, n: 11, c:11
Node 838, start at 895, n: 5, c:5
Node 839, start at 975, n: 3, c:3
Node 840, start at 581, n: 3, c:3
Node 841, start at 819, n: 3, c:3
Node 842, start at 974, n: 5, c:5
Node 843, start at 209, n: 3, c:3
Node 844, start at 296, n: 3, c:3
Node 845, start at 802, n: 5, c:5
Node 846, start at 131, n: 3, c:3
Node 847, start at 665, n: 13, c:13
Node 848, start at 694, n: 11, c:11
Node 849, start at 237, n: 7, c:7
Node 850, start at 903, n: 7, c:7
Node 851, start at 424, n: 3, c:3
Node 852, start at 43, n: 5, c:5
Node 853, start at 165, n: 3, c:3
Node 854, start at 6, n: 11, c:11
Node 855, start at 954, n: 3, c:3
Node 856, start at 408, n: 3, c:3
Node 857, start at 261, n: 3, c:3
Node 858, start at 452, n: 5, c:5
Node 859, start at 129, n: 3, c:3
Node 860, start at 464, n: 11, c:11
Node 861, start at 107, n: 5, c:5
Node 862, start at 620, n: 5, c:5
Node 863, start at 487, n: 3, c:3
Node 864, start at 158, n: 3, c:3
Node 865, start at 617, n: 3, c:3
Node 866, start at 580, n: 5, c:5
Node 867, start at 497, n: 11, c:11
Node 868, start at 999, n: 3, c:3
Node 869, start at 977, n: 7, c:7
Node 870, start at 985, n: 5, c:5
Node 871, start at 227, n: 7, c:7
Node 872, start at 909, n: 7, c:7
Node 873, start at 204, n: 3, c:3
Node 874, start at 316, n: 5, c:5
Node 875, start at 908, n: 13, c:13
Node 876, start at 792, n: 3, c:3
Node 877, start at 330, n: 13, c:13
Node 878, start at 684, n: 5, c:5
Node 879, start at 684, n: 5, c:5
Node 880, start at 653, n: 5, c:5
Node 881, start at 559, n: 3, c:3
Node 882, start at 386, n: 13, c:13
Node 883, start at 718, n: 5, c:5
Node 884, start at 967, n: 5, c:5
Node 885, start at 200, n: 3, c:3
Node 886, start at 555, n: 5, c:5
Node 887, start at 833, n: 3, c:3
Node 888, start at 950, n: 3, c:3
Node 889, start at 176, n: 13, c:13
Node 890, start at 637, n: 5, c:5
Node 891, start at 745, n: 13, c:13
Node 892, start at 97, n: 3, c:3
Node 893, start at 850, n: 3, c:3
Node 894, start at 989, n: 5, c:5
Node 895, start at 513, n: 5, c:5
Node 896, start at 9, n: 5, c:5
Node 897, start at 460, n: 5, c:5
Node 898, start at 708, n: 5, c:5
Node 899, start at 561, n: 7, c:7
Node 900, start at 592, n: 3, c:3
Node 901, start at 382, n: 5, c:5
Node 902, start at 869, n: 13, c:13
Node 903, start at 552, n: 13, c:13
Node 904, start at 974, n: 3, c:3
Node 905, start at 142, n: 7, c:7
Node 906, start at 0, n: 5, c:5
Node 907, start at 193, n: 7, c:7
Node 908, start at 539, n: 13, c:13
Node 909, start at 69, n: 3, c:3
Node 910, start at 463, n: 5, c:5
Node 911, start at 118, n: 3, c:3
Node 912, start at 262, n: 13, c:13
Node 913, start at 29, n: 13, c:13
Node 914, start at 314, n: 11, c:11
Node 915, start at 851, n: 13, c:13
Node 916, start at 124, n: 3, c:3
Node 917, start at 422, n: 7, c:7
Node 918, start at 223, n: 5, c:5
Node 919, start at 207, n: 5, c:5
Node 920, start at 320, n: 3, c:3
Node 921, start at 601, n: 3, c:3
Node 922, start at 130, n: 5, c:5
Node 923, start at 682, n: 5, c:5
Node 924, start at 682, n: 5, c:5
Node 925, start at 112, n: 13, c:13
Node 926, start at 173, n: 13, c:13
Node 927, start at 883, n: 3, c:3
Node 928, start at 968, n: 7, c:7
Node 929, start at 607, n: 3, c:3
Node 930, start at 493, n: 7, c:7
Node 931, start at 68, n: 13, c:13
Node 932, start at 982, n: 7, c:7
Node 933, start at 321, n: 5, c:5
Node 934, start at 938, n: 5, c:5
Node 935, start at 118, n: 3, c:3
Node 936, start at 205, n: 13, c:13
Node 937, start at 717, n: 13, c:13
Node 938, start at 183, n: 5, c:5
Node 939, start at 950, n: 5, c:5
Node 940, start at 173, n: 13, c:13
Node 941, start at 905, n: 13, c:13
Node 942, start at 772, n: 3, c:3
Node 943, start at 729, n: 3, c:3
Node 944, start at 471, n: 3, c:3
Node 945, start at 288, n: 13, c:13
Node 946, start at 157, n: 11, c:11
Node 947, start at 285, n: 3, c:3
Node 948, start at 96, n: 5, c:5
Node 949, start at 36, n: 11, c:11
Node 950, start at 638, n: 3, c:3
Node 951, start at 711, n: 5, c:5
Node 952, start at 515, n: 7, c:7
Node 953, start at 555, n: 5, c:5
Node 954, start at 999, n: 13, c:13
Node 955, start at 240, n: 5, c:5
Node 956, start at 368, n: 5, c:5
Node 957, start at 778, n: 5, c:5
Node 958, start at 134, n: 3, c:3
Node 959, start at 415, n: 13, c:13
Node 960, start at 579, n: 3, c:3
Node 961, start at 925, n: 7, c:7
Node 962, start at 524, n: 5, c:5
Node 963, start at 280, n: 11, c:11
Node 964, start at 93, n: 11, c:11
Node 965, start at 377, n: 11, c:11
Node 966, start at 316, n: 3, c:3
Node 967, start at 217, n: 5, c:5
Node 968, start at 231, n: 5, c:5
Node 969, start at 922, n: 5, c:5
Node 970, start at 892, n: 3, c:3
Node 971, start at 995, n: 3, c:3
Node 972, start at 888, n: 3, c:3
Node 973, start at 658, n: 3, c:3
Node 974, start at 68, n: 11, c:11
Node 975, start at 37, n: 13, c:13
Node 976, start at 353, n: 13, c:13
Node 977, start at 930, n: 7, c:7
Node 978, start at 550, n: 5, c:5
Node 979, start at 451, n: 7, c:7
Node 980, start at 276, n: 3, c:3
Node 981, start at 972, n: 3, c:3
Node 982, start at 413, n: 3, c:3
Node 983, start at 263, n: 11, c:11
Node 984, start at 561, n: 5, c:5
Node 985, start at 96, n: 3, c:3
Node 986, start at 752, n: 7, c:7
Node 987, start at 88, n: 5, c:5
Node 988, start at 239, n: 13, c:13
Node 989, start at 44, n: 3, c:3
Node 990, start at 412, n: 7, c:7
Node 991, start at 434, n: 11, c:11
Node 992, start at 599, n: 11, c:11
Node 993, start at 311, n: 5, c:5
Node 994, start at 383, n: 5, c:5
Node 995, start at 492, n: 7, c:7
Node 996, start at 782, n: 5, c:5
Node 997, start at 933, n: 11, c:11
Node 998, start at 527, n: 5, c:5
Node 999, start at 718, n: 5, c:5
Node 0, start at 726, n: 3, c:3
Node 1, start at 115, n: 3, c:3
Node 2, start at 898, n: 5, c:5
Node 3, start at 67, n: 3, c:3
Node 4, start at 993, n: 3, c:3
Node 5, start at 782, n: 3, c:3
Node 6, start at 161, n: 3, c:3
Node 7, start at 523, n: 7, c:7
Node 8, start at 420, n: 7, c:7
Node 9, start at 472, n: 3, c:3
Node 10, start at 3, n: 3, c:3
Node 11, start at 483, n: 3, c:3
Node 12, start at 628, n: 3, c:3
Node 13, start at 788, n: 7, c:7
Node 14, start at 176, n: 3, c:3
Node 15, start at 937, n: 3, c:3
Node 16, start at 13, n: 3, c:3
Node 17, start at 312, n: 5, c:5
Node 18, start at 803, n: 3, c:3
Node 19, start at 852, n: 5, c:5
Node 20, start at 405, n: 5, c:5
Node 21, start at 855, n: 13, c:13
Node 22, start at 66, n: 7, c:7
Node 23, start at 846, n: 5, c:5
Node 24, start at 91, n: 5, c:5
Node 25, start at 677, n: 13, c:13
Node 26, start at 383, n: 5, c:5
Node 27, start at 52, n: 5, c:5
Node 28, start at 345, n: 5, c:5
Node 29, start at 953, n: 7, c:7
Node 30, start at 99, n: 3, c:3
Node 31, start at 535, n: 5, c:5
Node 32, start at 152, n: 3, c:3
Node 33, start at 485, n: 5, c:5
Node 34, start at 64, n: 5, c:5
Node 35, start at 808, n: 7, c:7
Node 36, start at 12, n: 5, c:5
Node 37, start at 842, n: 13, c:13
Node 38, start at 750, n: 3, c:3
Node 39, start at 977, n: 5, c:5
Node 40, start at 49, n: 3, c:3
Node 41, start at 520, n: 3, c:3
Node 42, start at 859, n: 7, c:7
Node 43, start at 914, n: 3, c:3
Node 44, start at 947, n: 3, c:3
Node 45, start at 580, n: 3, c:3
Node 46, start at 779, n: 5, c:5
Node 47, start at 208, n: 7, c:7
Node 48, start at 916, n: 5, c:5
Node 49, start at 557, n: 7, c:7
Node 50, start at 292, n: 5, c:5
Node 51, start at 65, n: 3, c:3
Node 52, start at 900, n: 3, c:3
Node 53, start at 32, n: 11, c:11
Node 54, start at 668, n: 5, c:5
Node 55, start at 87, n: 5, c:5
Node 56, start at 741, n: 3, c:3
Node 57, start at 23, n: 5, c:5
Node 58, start at 560, n: 3, c:3
Node 59, start at 214, n: 13, c:13
Node 60, start at 740, n: 5, c:5
Node 61, start at 419, n: 5, c:5
Node 62, start at 34, n: 5, c:5
Node 63, start at 119, n: 5, c:5
Node 64, start at 233, n: 3, c:3
Node 65, start at 784, n: 3, c:3
Node 66, start at 183, n: 3, c:3
Node 67, start at 191, n: 3, c:3
Node 68, start at 114, n: 5, c:5
Node 69, start at 405, n: 7, c:7
Node 70, start at 336, n: 7, c:7
Node 71, start at 198, n: 13, c:13
Node 72, start at 391, n: 5, c:5
Node 73, start at 860, n: 3, c:3
Node 74, start at 562, n: 5, c:5
Node 75, start at 473, n: 3, c:3
Node 76, start at 192, n: 3, c:3
Node 77, start at 193, n: 5, c:5
Node 78, start at 842, n: 11, c:11
Node 79, start at 805, n: 11, c:11
Node 80, start at 289, n: 5, c:5
Node 81, start at 9, n: 7, c:7
Node 82, start at 826, n: 5, c:5
Node 83, start at 650, n: 5, c:5
Node 84, start at 225, n: 5, c:5
Node 85, start at 266, n: 7, c:7
Node 86, start at 282, n: 5, c:5
Node 87, start at 439, n: 7, c:7
Node 88, start at 369, n: 3, c:3
Node 89, start at 373, n: 3, c:3
Node 90, start at 77, n: 13, c:13
Node 91, start at 112, n: 5, c:5
Node 92, start at 598, n: 3, c:3
Node 93, start at 381, n: 5, c:5
Node 94, start at 152, n: 3, c:3
Node 95, start at 257, n: 3, c:3
Node 96, start at 518, n: 3, c:3
Node 97, start at 641, n: 7, c:7
Node 98, start at 749, n: 3, c:3
Node 99, start at 868, n: 3, c:3
Node 100, start at 610, n: 3, c:3
Node 101, start at 794, n: 3, c:3
Node 102, start at 558, n: 5, c:5
Node 103, start at 579, n: 5, c:5
Node 104, start at 808, n: 11, c:11
Node 105, start at 230, n: 13, c:13
Node 106, start at 873, n: 3, c:3
Node 107, start at 523, n: 5, c:5
Node 108, start at 438, n: 11, c:11
Node 109, start at 282, n: 3, c:3
Node 110, start at 323, n: 11, c:11
Node 111, start at 16, n: 3, c:3
Node 112, start at 61, n: 3, c:3
Node 113, start at 585, n: 13, c:13
Node 114, start at 259, n: 11, c:11
Node 115, start at 975, n: 5, c:5
Node 116, start at 695, n: 3, c:3
Node 117, start at 336, n: 11, c:11
Node 118, start at 362, n: 3, c:3
Node 119, start at 86, n: 3, c:3
Node 120, start at 377, n: 13, c:13
Node 121, start at 433, n: 5, c:5
Node 122, start at 28, n: 5, c:5
Node 123, start at 778, n: 5, c:5
Node 124, start at 948, n: 5, c:5
Node 125, start at 399, n: 5, c:5
Node 126, start at 875, n: 11, c:11
Node 127, start at 894, n: 3, c:3
Node 128, start at 718, n: 3, c:3
Node 129, start at 467, n: 5, c:5
Node 130, start at 337, n: 11, c:11
Node 131, start at 917, n: 5, c:5
Node 132, start at 182, n: 5, c:5
Node 133, start at 440, n: 5, c:5
Node 134, start at 113, n: 3, c:3
Node 135, start at 414, n: 13, c:13
Node 136, start at 140, n: 5, c:5
Node 137, start at 923, n: 3, c:3
Node 138, start at 653, n: 3, c:3
Node 139, start at 413, n: 3, c:3
Node 140, start at 519, n: 3, c:3
Node 141, start at 189, n: 3, c:3
Node 142, start at 900, n: 13, c:13
Node 143, start at 832, n: 3, c:3
Node 144, start at 549, n: 7, c:7
Node 145, start at 373, n: 3, c:3
Node 146, start at 182, n: 5, c:5
Node 147, start at 278, n: 3, c:3
Node 148, start at 436, n: 13, c:13
Node 149, start at 94, n: 7, c:7
Node 150, start at 859, n: 13, c:13
Node 151, start at 274, n: 3, c:3
Node 152, start at 622, n: 3, c:3
Node 153, start at 134, n: 5, c:5
Node 154, start at 650, n: 11, c:11
Node 155, start at 782, n: 5, c:5
Node 156, start at 59, n: 11, c:11
Node 157, start at 99, n: 5, c:5
Node 158, start at 145, n: 5, c:5
Node 159, start at 660, n: 3, c:3
Node 160, start at 72, n: 3, c:3
Node 161, start at 772, n: 3, c:3
Node 162, start at 51, n: 3, c:3
Node 163, start at 126, n: 13, c:13
Node 164, start at 71, n: 5, c:5
Node 165, start at 180, n: 11, c:11
Node 166, start at 392, n: 3, c:3
Node 167, start at 296, n: 7, c:7
Node 168, start at 807, n: 3, c:3
Node 169, start at 354, n: 13, c:13
Node 170, start at 430, n: 3, c:3
Node 171, start at 869, n: 5, c:5
Node 172, start at 389, n: 7, c:7
Node 173, start at 707, n: 7, c:7
Node 174, start at 225, n: 3, c:3
Node 175, start at 602, n: 5, c:5
Node 176, start at 231, n: 5, c:5
Node 177, start at 150, n: 5, c:5
Node 178, start at 92, n: 7, c:7
Node 179, start at 346, n: 5, c:5
Node 180, start at 478, n: 5, c:5
Node 181, start at 391, n: 3, c:3
Node 182, start at 124, n: 3, c:3
Node 183, start at 127, n: 5, c:5
Node 184, start at 79, n: 5, c:5
Node 185, start at 248, n: 5, c:5
Node 186, start at 924, n: 3, c:3
Node 187, start at 34, n: 5, c:5
Node 188, start at 595, n: 5, c:5
Node 189, start at 413, n: 7, c:7
Node 190, start at 5, n: 5, c:5
Node 191, start at 976, n: 7, c:7
Node 192, start at 421, n: 5, c:5
Node 193, start at 441, n: 5, c:5
Node 194, start at 871, n: 7, c:7
Node 195, start at 202, n: 3, c:3
Node 196, start at 162, n: 5, c:5
Node 197, start at 306, n: 3, c:3
Node 198, start at 263, n: 5, c:5
Node 199, start at 53, n: 7, c:7
Node 200, start at 443, n: 11, c:11
Node 201, start at 121, n: 5, c:5
Node 202, start at 842, n: 5, c:5
Node 203, start at 44, n: 3, c:3
Node 204, start at 950, n: 11, c:11
Node 205, start at 148, n: 7, c:7
Node 206, start at 168, n: 5, c:5
Node 207, start at 399, n: 13, c:13
Node 208, start at 661, n: 3, c:3
Node 209, start at 59, n: 3, c:3
Node 210, start at 689, n: 5, c:5
Node 211, start at 884, n: 11, c:11
Node 212, start at 549, n: 5, c:5
Node 213, start at 444, n: 7, c:7
Node 214, start at 880, n: 3, c:3
Node 215, start at 912, n: 5, c:5
Node 216, start at 127, n: 5, c:5
Node 217, start at 651, n: 7, c:7
Node 218, start at 77, n: 5, c:5
Node 219, start at 958, n: 11, c:11
Node 220, start at 873, n: 7, c:7
Node 221, start at 129, n: 13, c:13
Node 222, start at 350, n: 11, c:11
Node 223, start at 430, n: 5, c:5
Node 224, start at 465, n: 5, c:5
Node 225, start at 906, n: 5, c:5
Node 226, start at 3, n: 13, c:13
Node 227, start at 680, n: 5, c:5
Node 228, start at 520, n: 5, c:5
Node 229, start at 260, n: 13, c:13
Node 230, start at 78, n: 13, c:13
Node 231, start at 635, n: 5, c:5
Node 232, start at 413, n: 3, c:3
Node 233, start at 471, n: 3, c:3
Node 234, start at 28, n: 11, c:11
Node 235, start at 191, n: 3, c:3
Node 236, start at 160, n: 5, c:5
Node 237, start at 446, n: 11, c:11
Node 238, start at 557, n: 3, c:3
Node 239, start at 748, n: 5, c:5
Node 240, start at 429, n: 7, c:7
Node 241, start at 698, n: 5, c:5
Node 242, start at 926, n: 3, c:3
Node 243, start at 921, n: 3, c:3
Node 244, start at 652, n: 5, c:5
Node 245, start at 801, n: 3, c:3
Node 246, start at 195, n: 13, c:13
Node 247, start at 655, n: 5, c:5
Node 248, start at 557, n: 7, c:7
Node 249, start at 265, n: 11, c:11
Node 250, start at 689, n: 3, c:3
Node 251, start at 627, n: 5, c:5
Node 252, start at 916, n: 3, c:3
Node 253, start at 795, n: 5, c:5
Node 254, start at 552, n: 13, c:13
Node 255, start at 672, n: 3, c:3
Node 256, start at 140, n: 5, c:5
Node 257, start at 153, n: 11, c:11
Node 258, start at 778, n: 3, c:3
Node 259, start at 247, n: 5, c:5
Node 260, start at 713, n: 3, c:3
Node 261, start at 885, n: 7, c:7
Node 262, start at 94, n: 11, c:11
Node 263, start at 604, n: 13, c:13
Node 264, start at 37, n: 3, c:3
Node 265, start at 534, n: 13, c:13
Node 266, start at 786, n: 13, c:13
Node 267, start at 385, n: 3, c:3
Node 268, start at 906, n: 13, c:13
Node 269, start at 238, n: 13, c:13
Node 270, start at 978, n: 7, c:7
Node 271, start at 942, n: 11, c:11
Node 272, start at 473, n: 11, c:11
Node 273, start at 668, n: 3, c:3
Node 274, start at 208, n: 3, c:3
Node 275, start at 882, n: 13, c:13
Node 276, start at 38, n: 5, c:5
Node 277, start at 153, n: 7, c:7
Node 278, start at 501, n: 3, c:3
Node 279, start at 701, n: 11, c:11
Node 280, start at 653, n: 5, c:5
Node 281, start at 6, n: 3, c:3
Node 282, start at 671, n: 3, c:3
Node 283, start at 914, n: 5, c:5
Node 284, start at 240, n: 7, c:7
Node 285, start at 927, n: 3, c:3
Node 286, start at 374, n: 5, c:5
Node 287, start at 795, n: 5, c:5
Node 288, start at 714, n: 11, c:11
Node 289, start at 754, n: 5, c:5
Node 290, start at 82, n: 3, c:3
Node 291, start at 67, n: 3, c:3
Node 292, start at 129, n: 5, c:5
Node 293, start at 83, n: 3, c:3
Node 294, start at 980, n: 3, c:3
Node 295, start at 404, n: 3, c:3
Node 296, start at 726, n: 11, c:11
Node 297, start at 430, n: 7, c:7
Node 298, start at 31, n: 3, c:3
Node 299, start at 95, n: 11, c:11
Node 300, start at 13, n: 5, c:5
Node 301, start at 778, n: 3, c:3
Node 302, start at 878, n: 5, c:5
Node 303, start at 766, n: 3, c:3
Node 304, start at 952, n: 5, c:5
Node 305, start at 836, n: 5, c:5
Node 306, start at 657, n: 11, c:11
Node 307, start at 620, n: 5, c:5
Node 308, start at 544, n: 11, c:11
Node 309, start at 473, n: 7, c:7
Node 310, start at 963, n: 5, c:5
Node 311, start at 574, n: 7, c:7
Node 312, start at 94, n: 7, c:7
Node 313, start at 969, n: 3, c:3
Node 314, start at 33, n: 11, c:11
Node 315, start at 890, n: 5, c:5
Node 316, start at 445, n: 5, c:5
Node 317, start at 204, n: 7, c:7
Node 318, start at 345, n: 3, c:3
Node 319, start at 450, n: 13, c:13
Node 320, start at 519, n: 3, c:3
Node 321, start at 981, n: 13, c:13
Node 322, start at 862, n: 5, c:5
Node 323, start at 677, n: 3, c:3
Node 324, start at 493, n: 11, c:11
Node 325, start at 674, n: 3, c:3
Node 326, start at 728, n: 3, c:3
Node 327, start at 707, n: 5, c:5
Node 328, start at 252, n: 5, c:5
Node 329, start at 296, n: 5, c:5
Node 330, start at 146, n: 3, c:3
Node 331, start at 388, n: 5, c:5
Node 332, start at 553, n: 3, c:3
Node 333, start at 813, n: 3, c:3
Node 334, start at 34, n: 7, c:7
Node 335, start at 157, n: 5, c:5
Node 336, start at 466, n: 5, c:5
Node 337, start at 23, n: 13, c:13
Node 338, start at 320, n: 3, c:3
Node 339, start at 752, n: 3, c:3
Node 340, start at 134, n: 5, c:5
Node 341, start at 443, n: 7, c:7
Node 342, start at 242, n: 11, c:11
Node 343, start at 166, n: 3, c:3
Node 344, start at 762, n: 11, c:11
Node 345, start at 857, n: 13, c:13
Node 346, start at 665, n: 13, c:13
Node 347, start at 408, n: 5, c:5
Node 348, start at 784, n: 3, c:3
Node 349, start at 310, n: 3, c:3
Node 350, start at 393, n: 7, c:7
Node 351, start at 314, n: 7, c:7
Node 352, start at 420, n: 5, c:5
Node 353, start at 423, n: 11, c:11
Node 354, start at 216, n: 3, c:3
Node 355, start at 954, n: 5, c:5
Node 356, start at 68, n: 7, c:7
Node 357, start at 152, n: 3, c:3
Node 358, start at 728, n: 3, c:3
Node 359, start at 545, n: 5, c:5
Node 360, start at 716, n: 5, c:5
Node 361, start at 866, n: 5, c:5
Node 362, start at 863, n: 3, c:3
Node 363, start at 786, n: 3, c:3
Node 364, start at 48, n: 3, c:3
Node 365, start at 323, n: 3, c:3
Node 366, start at 948, n: 3, c:3
Node 367, start at 980, n: 13, c:13
Node 368, start at 259, n: 3, c:3
Node 369, start at 842, n: 5, c:5
Node 370, start at 240, n: 3, c:3
Node 371, start at 686, n: 13, c:13
Node 372, start at 110, n: 3, c:3
Node 373, start at 794, n: 5, c:5
Node 374, start at 672, n: 13, c:13
Node 375, start at 857, n: 11, c:11
Node 376, start at 146, n: 13, c:13
Node 377, start at 1000, n: 3, c:3
Node 378, start at 569, n: 3, c:3
Node 379, start at 498, n: 3, c:3
Node 380, start at 84, n: 7, c:7
Node 381, start at 52, n: 5, c:5
Node 382, start at 863, n: 13, c:13
Node 383, start at 991, n: 3, c:3
Node 384, start at 42, n: 5, c:5
Node 385, start at 350, n: 11, c:11
Node 386, start at 623, n: 7, c:7
Node 387, start at 520, n: 3, c:3
Node 388, start at 534, n: 3, c:3
Node 389, start at 747, n: 5, c:5
Node 390, start at 92, n: 3, c:3
Node 391, start at 619, n: 5, c:5
Node 392, start at 687, n: 11, c:11
Node 393, start at 756, n: 3, c:3
Node 394, start at 433, n: 5, c:5
Node 395, start at 742, n: 5, c:5
Node 396, start at 138, n: 3, c:3
Node 397, start at 971, n: 5, c:5
Node 398, start at 66, n: 3, c:3
Node 399, start at 126, n: 5, c:5
Node 400, start at 923, n: 11, c:11
Node 401, start at 626, n: 3, c:3
Node 402, start at 75, n: 3, c:3
Node 403, start at 924, n: 13, c:13
Node 404, start at 128, n: 11, c:11
Node 405, start at 573, n: 3, c:3
Node 406, start at 787, n: 3, c:3
Node 407, start at 813, n: 3, c:3
Node 408, start at 240, n: 3, c:3
Node 409, start at 902, n: 3, c:3
Node 410, start at 475, n: 3, c:3
Node 411, start at 25, n: 3, c:3
Node 412, start at 598, n: 3, c:3
Node 413, start at 751, n: 3, c:3
Node 414, start at 860, n: 3, c:3
Node 415, start at 945, n: 5, c:5
Node 416, start at 962, n: 7, c:7
Node 417, start at 431, n: 5, c:5
Node 418, start at 743, n: 7, c:7
Node 419, start at 351, n: 3, c:3
Node 420, start at 764, n: 7, c:7
Node 421, start at 417, n: 5, c:5
Node 422, start at 894, n: 3, c:3
Node 423, start at 196, n: 5, c:5
Node 424, start at 698, n: 3, c:3
Node 425, start at 189, n: 13, c:13
Node 426, start at 327, n: 5, c:5
Node 427, start at 696, n: 5, c:5
Node 428, start at 937, n: 7, c:7
Node 429, start at 507, n: 11, c:11
Node 430, start at 44, n: 7, c:7
Node 431, start at 144, n: 3, c:3
Node 432, start at 165, n: 3, c:3
Node 433, start at 39, n: 5, c:5
Node 434, start at 937, n: 7, c:7
Node 435, start at 441, n: 5, c:5
Node 436, start at 178, n: 5, c:5
Node 437, start at 609, n: 5, c:5
Node 438, start at 768, n: 11, c:11
Node 439, start at 107, n: 13, c:13
Node 440, start at 778, n: 7, c:7
Node 441, start at 630, n: 3, c:3
Node 442, start at 421, n: 3, c:3
Node 443, start at 660, n: 7, c:7
Node 444, start at 875, n: 5, c:5
Node 445, start at 780, n: 7, c:7
Node 446, start at 146, n: 7, c:7
Node 447, start at 77, n: 11, c:11
Node 448, start at 457, n: 3, c:3
Node 449, start at 895, n: 5, c:5
Node 450, start at 606, n: 11, c:11
Node 451, start at 279, n: 13, c:13
Node 452, start at 146, n: 3, c:3
Node 453, start at 137, n: 5, c:5
Node 454, start at 940, n: 7, c:7
Node 455, start at 667, n: 3, c:3
Node 456, start at 663, n: 11, c:11
Node 457, start at 994, n: 3, c:3
Node 458, start at 161, n: 13, c:13
Node 459, start at 227, n: 5, c:5
Node 460, start at 423, n: 13, c:13
Node 461, start at 831, n: 7, c:7
Node 462, start at 228, n: 5, c:5
Node 463, start at 892, n: 11, c:11
Node 464, start at 795, n: 5, c:5
Node 465, start at 540, n: 13, c:13
Node 466, start at 795, n: 13, c:13
Node 467, start at 977, n: 5, c:5
Node 468, start at 102, n: 5, c:5
Node 469, start at 611, n: 5, c:5
