Node 0, start at 428, n: 11, c:11
Node 735, start at 243, n: 3, c:3
Node 736, start at 555, n: 5, c:5
Node 737, start at 795, n: 5, c:5
Node 738, start at 373, n: 3, c:3
Node 739, start at 383, n: 3, c:3
Node 740, start at 498, n: 5, c:5
Node 741, start at 177, n: 7, c:7
Node 742, start at 906, n: 5, c:5
Node 743, start at 277, n: 13, c:13
Node 744, start at 259, n: 13, c:13
Node 745, start at 786, n: 3, c:3
Node 746, start at 85, n: 13, c:13
Node 747, start at 11, n: 5, c:5
Node 748, start at 115, n: 5, c:5
Node 749, start at 784, n: 5, c:5
Node 750, start at 879, n: 3, c:3
Node 751, start at 755, n: 5, c:5
Node 752, start at 564, n: 13, c:13
Node 753, start at 287, n: 11, c:11
Node 754, start at 986, n: 3, c:3
Node 755, start at 457, n: 13, c:13
Node 756, start at 165, n: 13, c:13
Node 757, start at 279, n: 5, c:5
Node 758, start at 5, n: 7, c:7
Node 759, start at 807, n: 11, c:11
Node 760, start at 285, n: 3, c:3
Node 761, start at 715, n: 7, c:7
Node 762, start at 614, n: 3, c:3
Node 763, start at 888, n: 3, c:3
Node 764, start at 626, n: 7, c:7
Node 765, start at 963, n: 3, c:3
Node 766, start at 253, n: 3, c:3
Node 767, start at 508, n: 5, c:5
Node 768, start at 481, n: 3, c:3
Node 769, start at 900, n: 3, c:3
Node 770, start at 927, n: 5, c:5
Node 771, start at 697, n: 3, c:3
Node 772, start at 14, n: 11, c:11
Node 773, start at 644, n: 3, c:3
Node 774, start at 804, n: 5, c:5
Node 775, start at 0, n: 5, c:5
Node 776, start at 679, n: 5, c:5
Node 777, start at 302, n: 5, c:5
Node 778, start at 376, n: 13, c:13
Node 779, start at 183, n: 5, c:5
Node 780, start at 914, n: 5, c:5
Node 781, start at 359, n: 11, c:11
Node 782, start at 928, n: 3, c:3
Node 783, start at 631, n: 3, c:3
Node 784, start at 262, n: 5, c:5
Node 785, start at 109, n: 13, c:13
Node 786, start at 244, n: 5, c:5
Node 787, start at 881, n: 5, c:5
Node 788, start at 714, n: 11, c:11
Node 789, start at 674, n: 13, c:13
Node 790, start at 118, n: 3, c:3
Node 791, start at 882, n: 3, c:3
Node 792, start at 94, n: 3, c:3
Node 793, start at 133, n: 11, c:11
Node 794, start at 472, n: 5, c:5
Node 795, start at 412, n: 13, c:13
Node 796, start at 675, n: 3, c:3
Node 797, start at 893, n: 3, c:3
Node 798, start at 425, n: 5, c:5
Node 799, start at 174, n: 5, c:5
Node 800, start at 283, n: 3, c:3
Node 801, start at 485, n: 3, c:3
Node 802, start at 0, n: 3, c:3
Node 803, start at 474, n: 5, c:5
Node 804, start at 852, n: 3, c:3
Node 805, start at 71, n: 5, c:5
Node 806, start at 753, n: 3, c:3
Node 807, start at 474, n: 7, c:7
Node 808, start at 239, n: 3, c:3
Node 809, start at 801, n: 5, c:5
Node 810, start at 394, n: 5, c:5
Node 811, start at 965, n: 3, c:3
Node 812, start at 8, n: 3, c:3
Node 813, start at 479, n: 3, c:3
Node 814, start at 590, n: 5, c:5
Node 815, start at 461, n: 13, c:13
Node 816, start at 612, n: 3, c:3
Node 817, start at 791, n: 5, c:5
Node 818, start at 234, n: 13, c:13
Node 819, start at 320, n: 7, c:7
Node 820, start at 102, n: 3, c:3
Node 821, start at 267, n: 13, c:13
Node 822, start at 503, n: 3, c:3
Node 823, start at 844, n: 5, c:5
Node 824, start at 183, n: 3, c:3
Node 825, start at 333, n: 5, c:5
Node 826, start at 961, n: 3, c:3
Node 827, start at 799, n: 5, c:5
Node 828, start at 732, n: 7, c:7
Node 829, start at 450, n: 7, c:7
Node 830, start at 783, n: 13, c:13
Node 831, start at 965, n: 3, c:3
Node 832, start at 499, n: 13, c:13
Node 833, start at 863, n: 13, c:13
Node 834, start at 698, n: 11, c:11
Node 835, start at 704, n: 3, c:3
Node 836, start at 558, n: 13, c:13
Node 837, start at 71, n: 5, c:5
Node 838, start at 895, n: 3, c:3
Node 839, start at 669, n: 3, c:3
Node 840, start at 103, n: 3, c:3
Node 841, start at 996, n: 7, c:7
Node 842, start at 392, n: 11, c:11
Node 843, start at 502, n: 3, c:3
Node 844, start at 675, n: 3, c:3
Node 845, start at 155, n: 3, c:3
Node 846, start at 736, n: 5, c:5
Node 847, start at 234, n: 3, c:3
Node 848, start at 631, n: 5, c:5
Node 849, start at 487, n: 5, c:5
Node 850, start at 882, n: 3, c:3
Node 851, start at 234, n: 11, c:11
Node 852, start at 370, n: 5, c:5
Node 853, start at 989, n: 7, c:7
Node 854, start at 547, n: 3, c:3
Node 855, start at 606, n: 3, c:3
Node 856, start at 789, n: 5, c:5
Node 857, start at 32, n: 3, c:3
Node 858, start at 448, n: 5, c:5
Node 859, start at 464, n: 5, c:5
Node 860, start at 702, n: 3, c:3
Node 861, start at 20, n: 3, c:3
Node 862, start at 556, n: 5, c:5
Node 863, start at 452, n: 13, c:13
Node 864, start at 98, n: 5, c:5
Node 865, start at 200, n: 5, c:5
Node 866, start at 560, n: 3, c:3
Node 867, start at 604, n: 5, c:5
Node 868, start at 997, n: 3, c:3
Node 869, start at 290, n: 3, c:3
Node 870, start at 164, n: 11, c:11
Node 871, start at 989, n: 5, c:5
Node 872, start at 806, n: 13, c:13
Node 873, start at 806, n: 7, c:7
Node 874, start at 503, n: 5, c:5
Node 875, start at 46, n: 5, c:5
Node 876, start at 675, n: 3, c:3
Node 877, start at 649, n: 3, c:3
Node 878, start at 164, n: 3, c:3
Node 879, start at 125, n: 5, c:5
Node 880, start at 801, n: 5, c:5
Node 881, start at 235, n: 11, c:11
Node 882, start at 337, n: 5, c:5
Node 883, start at 198, n: 3, c:3
Node 884, start at 115, n: 5, c:5
Node 885, start at 338, n: 3, c:3
Node 886, start at 58, n: 11, c:11
Node 887, start at 122, n: 3, c:3
Node 888, start at 487, n: 7, c:7
Node 889, start at 402, n: 3, c:3
Node 890, start at 70, n: 5, c:5
Node 891, start at 322, n: 3, c:3
Node 892, start at 244, n: 7, c:7
Node 893, start at 148, n: 3, c:3
Node 894, start at 925, n: 3, c:3
Node 895, start at 460, n: 5, c:5
Node 896, start at 4, n: 3, c:3
Node 897, start at 137, n: 7, c:7
Node 898, start at 575, n: 7, c:7
Node 899, start at 718, n: 3, c:3
Node 900, start at 739, n: 5, c:5
Node 901, start at 764, n: 3, c:3
Node 902, start at 577, n: 3, c:3
Node 903, start at 746, n: 3, c:3
Node 904, start at 342, n: 13, c:13
Node 905, start at 612, n: 13, c:13
Node 906, start at 471, n: 7, c:7
Node 907, start at 233, n: 13, c:13
Node 908, start at 405, n: 3, c:3
Node 909, start at 533, n: 13, c:13
Node 910, start at 885, n: 5, c:5
Node 911, start at 507, n: 3, c:3
Node 912, start at 612, n: 3, c:3
Node 913, start at 49, n: 5, c:5
Node 914, start at 321, n: 7, c:7
Node 915, start at 54, n: 5, c:5
Node 916, start at 763, n: 3, c:3
Node 917, start at 477, n: 13, c:13
Node 918, start at 978, n: 3, c:3
Node 919, start at 820, n: 11, c:11
Node 920, start at 741, n: 3, c:3
Node 921, start at 198, n: 11, c:11
Node 922, start at 83, n: 5, c:5
Node 923, start at 87, n: 5, c:5
Node 924, start at 507, n: 5, c:5
Node 925, start at 540, n: 5, c:5
Node 926, start at 622, n: 5, c:5
Node 927, start at 852, n: 7, c:7
Node 928, start at 205, n: 5, c:5
Node 929, start at 807, n: 3, c:3
Node 930, start at 231, n: 11, c:11
Node 931, start at 190, n: 3, c:3
Node 932, start at 299, n: 5, c:5
Node 933, start at 457, n: 5, c:5
Node 934, start at 505, n: 3, c:3
Node 935, start at 900, n: 5, c:5
Node 936, start at 823, n: 3, c:3
Node 937, start at 852, n: 7, c:7
Node 938, start at 22, n: 3, c:3
Node 939, start at 311, n: 13, c:13
Node 940, start at 786, n: 11, c:11
Node 941, start at 137, n: 3, c:3
Node 942, start at 370, n: 11, c:11
Node 943, start at 753, n: 5, c:5
Node 944, start at 796, n: 5, c:5
Node 945, start at 528, n: 13, c:13
Node 946, start at 102, n: 11, c:11
Node 947, start at 839, n: 5, c:5
Node 948, start at 473, n: 3, c:3
Node 949, start at 177, n: 3, c:3
Node 950, start at 857, n: 7, c:7
Node 951, start at 407, n: 5, c:5
Node 952, start at 216, n: 5, c:5
Node 953, start at 636, n: 3, c:3
Node 954, start at 777, n: 3, c:3
Node 955, start at 939, n: 3, c:3
Node 956, start at 238, n: 13, c:13
Node 957, start at 813, n: 3, c:3
Node 958, start at 737, n: 13, c:13
Node 959, start at 111, n: 13, c:13
Node 960, start at 373, n: 3, c:3
Node 961, start at 533, n: 13, c:13
Node 962, start at 252, n: 5, c:5
Node 963, start at 973, n: 7, c:7
Node 964, start at 861, n: 3, c:3
Node 965, start at 731, n: 11, c:11
Node 966, start at 578, n: 3, c:3
Node 967, start at 603, n: 5, c:5
Node 968, start at 985, n: 13, c:13
Node 969, start at 214, n: 11, c:11
Node 970, start at 768, n: 7, c:7
Node 971, start at 197, n: 5, c:5
Node 972, start at 953, n: 13, c:13
Node 973, start at 65, n: 3, c:3
Node 974, start at 903, n: 5, c:5
Node 975, start at 550, n: 5, c:5
Node 976, start at 507, n: 3, c:3
Node 977, start at 646, n: 5, c:5
Node 978, start at 841, n: 13, c:13
Node 979, start at 480, n: 3, c:3
Node 980, start at 202, n: 7, c:7
Node 981, start at 419, n: 3, c:3
Node 982, start at 859, n: 5, c:5
Node 983, start at 40, n: 3, c:3
Node 984, start at 223, n: 11, c:11
Node 985, start at 322, n: 13, c:13
Node 986, start at 365, n: 3, c:3
Node 987, start at 373, n: 13, c:13
Node 988, start at 260, n: 11, c:11
Node 989, start at 491, n: 13, c:13
Node 990, start at 825, n: 11, c:11
Node 991, start at 894, n: 5, c:5
Node 992, start at 453, n: 7, c:7
Node 993, start at 272, n: 3, c:3
Node 994, start at 226, n: 13, c:13
Node 995, start at 571, n: 5, c:5
Node 996, start at 986, n: 7, c:7
Node 997, start at 981, n: 5, c:5
Node 998, start at 715, n: 3, c:3
Node 999, start at 422, n: 11, c:11
