Node 0, start at 131, c: 11
Node 932, start at 556, c: 19
Node 933, start at 67, c: 7
Node 934, start at 85, c: 5
Node 935, start at 538, c: 5
Node 936, start at 372, c: 7
Node 937, start at 107, c: 5
Node 938, start at 171, c: 13
Node 939, start at 754, c: 3
Node 940, start at 838, c: 5
Node 941, start at 579, c: 5
Node 942, start at 802, c: 3
Node 943, start at 598, c: 7
Node 944, start at 538, c: 5
Node 945, start at 402, c: 7
Node 946, start at 45, c: 5
Node 947, start at 836, c: 3
Node 948, start at 850, c: 3
Node 949, start at 115, c: 11
Node 950, start at 481, c: 11
Node 951, start at 97, c: 5
Node 952, start at 680, c: 7
Node 953, start at 757, c: 5
Node 954, start at 424, c: 7
Node 955, start at 39, c: 11
Node 956, start at 335, c: 11
Node 957, start at 343, c: 5
Node 958, start at 600, c: 11
Node 959, start at 665, c: 19
Node 960, start at 855, c: 7
Node 961, start at 145, c: 13
Node 962, start at 5, c: 5
Node 963, start at 555, c: 5
Node 964, start at 649, c: 11
Node 965, start at 179, c: 7
Node 966, start at 854, c: 5
Node 967, start at 570, c: 5
Node 968, start at 706, c: 5
Node 969, start at 816, c: 11
Node 970, start at 606, c: 7
Node 971, start at 461, c: 7
Node 972, start at 570, c: 11
Node 973, start at 2, c: 13
Node 974, start at 538, c: 11
Node 975, start at 406, c: 7
Node 976, start at 281, c: 19
Node 977, start at 158, c: 13
Node 978, start at 155, c: 5
Node 979, start at 484, c: 3
Node 980, start at 578, c: 7
Node 981, start at 649, c: 13
Node 982, start at 617, c: 19
Node 983, start at 183, c: 7
Node 984, start at 605, c: 19
Node 985, start at 2, c: 5
Node 986, start at 234, c: 5
Node 987, start at 566, c: 7
Node 988, start at 849, c: 3
Node 989, start at 877, c: 5
Node 990, start at 870, c: 7
Node 991, start at 706, c: 13
Node 992, start at 269, c: 11
Node 993, start at 529, c: 11
Node 994, start at 500, c: 7
Node 995, start at 531, c: 19
Node 996, start at 107, c: 5
Node 997, start at 64, c: 3
Node 998, start at 440, c: 13
Node 999, start at 475, c: 19
Node 0, start at 451, c: 5
Node 1, start at 396, c: 19
Node 2, start at 217, c: 5
Node 3, start at 341, c: 13
Node 4, start at 834, c: 19
Node 5, start at 703, c: 5
Node 6, start at 467, c: 3
Node 7, start at 826, c: 5
Node 8, start at 280, c: 7
Node 9, start at 789, c: 5
Node 10, start at 18, c: 5
Node 11, start at 421, c: 5
Node 12, start at 319, c: 11
Node 13, start at 275, c: 13
Node 14, start at 158, c: 7
Node 15, start at 467, c: 7
Node 16, start at 452, c: 11
Node 17, start at 557, c: 19
Node 18, start at 128, c: 5
Node 19, start at 58, c: 5
Node 20, start at 783, c: 5
Node 21, start at 401, c: 11
Node 22, start at 342, c: 7
Node 23, start at 814, c: 5
Node 24, start at 256, c: 13
Node 25, start at 390, c: 13
Node 26, start at 742, c: 5
Node 27, start at 440, c: 5
Node 28, start at 387, c: 5
Node 29, start at 126, c: 19
Node 30, start at 803, c: 7
Node 31, start at 759, c: 3
Node 32, start at 24, c: 5
Node 33, start at 351, c: 3
Node 34, start at 369, c: 7
Node 35, start at 631, c: 7
Node 36, start at 786, c: 11
Node 37, start at 223, c: 19
Node 38, start at 801, c: 11
Node 39, start at 319, c: 7
Node 40, start at 434, c: 5
Node 41, start at 140, c: 7
Node 42, start at 140, c: 5
Node 43, start at 979, c: 19
Node 44, start at 873, c: 5
Node 45, start at 579, c: 11
Node 46, start at 160, c: 5
Node 47, start at 811, c: 5
Node 48, start at 128, c: 7
Node 49, start at 30, c: 5
Node 50, start at 817, c: 19
Node 51, start at 36, c: 5
Node 52, start at 847, c: 5
Node 53, start at 48, c: 7
Node 54, start at 724, c: 7
Node 55, start at 778, c: 7
Node 56, start at 851, c: 5
Node 57, start at 856, c: 13
Node 58, start at 638, c: 3
Node 59, start at 242, c: 7
Node 60, start at 402, c: 19
Node 61, start at 167, c: 3
Node 62, start at 892, c: 5
Node 63, start at 617, c: 3
Node 64, start at 151, c: 13
Node 65, start at 911, c: 13
Node 66, start at 910, c: 11
Node 67, start at 694, c: 13
Node 68, start at 466, c: 19
Node 69, start at 593, c: 19
Node 70, start at 382, c: 5
Node 71, start at 291, c: 5
Node 72, start at 998, c: 3
Node 73, start at 40, c: 3
Node 74, start at 795, c: 5
Node 75, start at 556, c: 19
Node 76, start at 618, c: 7
Node 77, start at 236, c: 11
Node 78, start at 575, c: 3
Node 79, start at 95, c: 19
Node 80, start at 343, c: 11
Node 81, start at 24, c: 19
Node 82, start at 586, c: 11
Node 83, start at 918, c: 11
Node 84, start at 615, c: 7
Node 85, start at 445, c: 3
Node 86, start at 807, c: 7
Node 87, start at 236, c: 5
Node 88, start at 89, c: 5
Node 89, start at 590, c: 5
Node 90, start at 180, c: 5
Node 91, start at 35, c: 7
Node 92, start at 440, c: 5
Node 93, start at 338, c: 3
Node 94, start at 815, c: 5
Node 95, start at 814, c: 7
Node 96, start at 173, c: 19
Node 97, start at 719, c: 7
Node 98, start at 403, c: 5
Node 99, start at 260, c: 11
Node 100, start at 220, c: 5
Node 101, start at 390, c: 13
Node 102, start at 111, c: 11
Node 103, start at 238, c: 11
Node 104, start at 999, c: 5
Node 105, start at 315, c: 19
Node 106, start at 271, c: 5
Node 107, start at 764, c: 7
Node 108, start at 667, c: 5
Node 109, start at 447, c: 3
Node 110, start at 443, c: 7
Node 111, start at 233, c: 5
Node 112, start at 675, c: 5
Node 113, start at 971, c: 3
Node 114, start at 628, c: 19
Node 115, start at 943, c: 3
Node 116, start at 341, c: 11
Node 117, start at 683, c: 3
Node 118, start at 585, c: 7
Node 119, start at 350, c: 3
Node 120, start at 65, c: 5
Node 121, start at 943, c: 3
Node 122, start at 108, c: 7
Node 123, start at 265, c: 13
Node 124, start at 155, c: 5
Node 125, start at 392, c: 11
Node 126, start at 472, c: 13
Node 127, start at 570, c: 3
Node 128, start at 222, c: 11
Node 129, start at 793, c: 11
Node 130, start at 829, c: 7
Node 131, start at 935, c: 5
Node 132, start at 76, c: 19
Node 133, start at 46, c: 5
Node 134, start at 561, c: 7
Node 135, start at 842, c: 5
Node 136, start at 565, c: 5
Node 137, start at 834, c: 5
Node 138, start at 561, c: 19
Node 139, start at 963, c: 7
Node 140, start at 379, c: 5
Node 141, start at 301, c: 5
Node 142, start at 949, c: 13
Node 143, start at 917, c: 7
Node 144, start at 643, c: 5
Node 145, start at 637, c: 5
Node 146, start at 140, c: 5
Node 147, start at 179, c: 13
Node 148, start at 378, c: 5
Node 149, start at 668, c: 13
Node 150, start at 657, c: 7
Node 151, start at 430, c: 3
Node 152, start at 933, c: 3
Node 153, start at 512, c: 5
Node 154, start at 794, c: 13
Node 155, start at 15, c: 5
Node 156, start at 923, c: 3
Node 157, start at 578, c: 7
Node 158, start at 977, c: 5
Node 159, start at 772, c: 5
Node 160, start at 656, c: 5
Node 161, start at 310, c: 5
Node 162, start at 470, c: 5
Node 163, start at 230, c: 7
Node 164, start at 260, c: 11
Node 165, start at 85, c: 11
Node 166, start at 151, c: 5
Node 167, start at 643, c: 5
Node 168, start at 571, c: 13
Node 169, start at 223, c: 5
Node 170, start at 380, c: 5
Node 171, start at 810, c: 5
Node 172, start at 841, c: 5
Node 173, start at 45, c: 13
Node 174, start at 72, c: 19
Node 175, start at 307, c: 5
Node 176, start at 551, c: 13
Node 177, start at 665, c: 13
Node 178, start at 326, c: 5
Node 179, start at 155, c: 5
Node 180, start at 205, c: 3
Node 181, start at 305, c: 7
Node 182, start at 268, c: 19
Node 183, start at 527, c: 7
Node 184, start at 484, c: 11
Node 185, start at 476, c: 3
Node 186, start at 37, c: 5
Node 187, start at 857, c: 5
Node 188, start at 778, c: 11
Node 189, start at 921, c: 3
Node 190, start at 539, c: 7
Node 191, start at 177, c: 13
Node 192, start at 259, c: 5
Node 193, start at 696, c: 7
Node 194, start at 751, c: 13
Node 195, start at 449, c: 11
Node 196, start at 745, c: 13
Node 197, start at 642, c: 5
Node 198, start at 461, c: 7
Node 199, start at 594, c: 5
Node 200, start at 766, c: 5
Node 201, start at 630, c: 11
Node 202, start at 121, c: 7
Node 203, start at 374, c: 5
Node 204, start at 538, c: 7
Node 205, start at 86, c: 5
Node 206, start at 633, c: 5
Node 207, start at 376, c: 5
Node 208, start at 732, c: 7
Node 209, start at 693, c: 19
Node 210, start at 56, c: 7
Node 211, start at 595, c: 5
Node 212, start at 568, c: 3
Node 213, start at 37, c: 5
Node 214, start at 349, c: 5
Node 215, start at 701, c: 19
Node 216, start at 925, c: 7
Node 217, start at 405, c: 11
Node 218, start at 783, c: 11
Node 219, start at 657, c: 7
Node 220, start at 222, c: 11
Node 221, start at 326, c: 11
Node 222, start at 297, c: 13
Node 223, start at 776, c: 5
Node 224, start at 875, c: 5
Node 225, start at 588, c: 7
Node 226, start at 532, c: 13
Node 227, start at 214, c: 7
Node 228, start at 980, c: 19
Node 229, start at 512, c: 7
Node 230, start at 425, c: 19
Node 231, start at 787, c: 11
Node 232, start at 910, c: 11
Node 233, start at 244, c: 7
Node 234, start at 76, c: 5
Node 235, start at 151, c: 19
Node 236, start at 119, c: 7
Node 237, start at 951, c: 3
Node 238, start at 938, c: 5
Node 239, start at 551, c: 5
Node 240, start at 594, c: 3
Node 241, start at 771, c: 5
Node 242, start at 28, c: 5
Node 243, start at 407, c: 5
Node 244, start at 118, c: 5
Node 245, start at 305, c: 13
Node 246, start at 984, c: 7
Node 247, start at 397, c: 7
Node 248, start at 821, c: 7
Node 249, start at 677, c: 7
Node 250, start at 782, c: 5
Node 251, start at 271, c: 7
Node 252, start at 394, c: 13
Node 253, start at 372, c: 5
Node 254, start at 514, c: 13
Node 255, start at 401, c: 7
Node 256, start at 356, c: 7
Node 257, start at 243, c: 3
Node 258, start at 38, c: 19
Node 259, start at 579, c: 13
Node 260, start at 85, c: 19
Node 261, start at 342, c: 3
Node 262, start at 279, c: 7
Node 263, start at 36, c: 5
Node 264, start at 851, c: 5
Node 265, start at 178, c: 5
Node 266, start at 855, c: 3
Node 267, start at 543, c: 3
Node 268, start at 594, c: 5
Node 269, start at 138, c: 5
Node 270, start at 50, c: 5
Node 271, start at 441, c: 5
Node 272, start at 237, c: 11
Node 273, start at 826, c: 7
Node 274, start at 425, c: 5
Node 275, start at 831, c: 7
Node 276, start at 426, c: 5
Node 277, start at 29, c: 7
Node 278, start at 304, c: 5
Node 279, start at 911, c: 5
Node 280, start at 688, c: 5
Node 281, start at 132, c: 7
Node 282, start at 799, c: 7
Node 283, start at 38, c: 19
Node 284, start at 254, c: 5
Node 285, start at 158, c: 5
Node 286, start at 230, c: 3
Node 287, start at 313, c: 7
Node 288, start at 182, c: 19
Node 289, start at 563, c: 13
Node 290, start at 919, c: 11
Node 291, start at 971, c: 13
Node 292, start at 360, c: 7
Node 293, start at 983, c: 5
Node 294, start at 850, c: 5
Node 295, start at 949, c: 3
Node 296, start at 80, c: 5
Node 297, start at 289, c: 3
Node 298, start at 546, c: 13
Node 299, start at 251, c: 5
Node 300, start at 630, c: 5
Node 301, start at 949, c: 5
Node 302, start at 507, c: 11
Node 303, start at 97, c: 7
Node 304, start at 704, c: 11
Node 305, start at 869, c: 5
Node 306, start at 340, c: 7
Node 307, start at 546, c: 3
Node 308, start at 128, c: 7
Node 309, start at 342, c: 5
Node 310, start at 70, c: 19
Node 311, start at 859, c: 13
Node 312, start at 131, c: 5
Node 313, start at 129, c: 5
Node 314, start at 645, c: 11
Node 315, start at 916, c: 5
Node 316, start at 184, c: 13
Node 317, start at 738, c: 13
Node 318, start at 38, c: 7
Node 319, start at 469, c: 3
Node 320, start at 245, c: 5
Node 321, start at 913, c: 11
Node 322, start at 261, c: 5
Node 323, start at 686, c: 7
Node 324, start at 548, c: 7
Node 325, start at 545, c: 11
Node 326, start at 351, c: 5
Node 327, start at 457, c: 7
Node 328, start at 786, c: 13
Node 329, start at 939, c: 5
Node 330, start at 273, c: 19
Node 331, start at 636, c: 11
Node 332, start at 840, c: 3
Node 333, start at 828, c: 19
Node 334, start at 700, c: 19
Node 335, start at 598, c: 5
Node 336, start at 652, c: 5
Node 337, start at 305, c: 7
Node 338, start at 789, c: 19
Node 339, start at 355, c: 5
Node 340, start at 424, c: 5
Node 341, start at 710, c: 19
Node 342, start at 585, c: 19
Node 343, start at 678, c: 5
Node 344, start at 190, c: 5
Node 345, start at 434, c: 5
Node 346, start at 776, c: 13
Node 347, start at 498, c: 7
Node 348, start at 404, c: 3
Node 349, start at 350, c: 11
Node 350, start at 172, c: 19
Node 351, start at 344, c: 19
Node 352, start at 782, c: 5
Node 353, start at 17, c: 11
Node 354, start at 233, c: 5
Node 355, start at 413, c: 5
Node 356, start at 981, c: 5
Node 357, start at 880, c: 7
Node 358, start at 303, c: 5
Node 359, start at 207, c: 19
Node 360, start at 390, c: 5
Node 361, start at 524, c: 7
Node 362, start at 490, c: 19
Node 363, start at 130, c: 11
Node 364, start at 106, c: 11
Node 365, start at 484, c: 5
Node 366, start at 918, c: 3
Node 367, start at 229, c: 5
Node 368, start at 729, c: 7
Node 369, start at 412, c: 19
Node 370, start at 800, c: 11
Node 371, start at 848, c: 5
Node 372, start at 244, c: 5
Node 373, start at 706, c: 7
Node 374, start at 436, c: 19
Node 375, start at 850, c: 3
Node 376, start at 939, c: 5
Node 377, start at 58, c: 5
Node 378, start at 238, c: 3
Node 379, start at 412, c: 11
Node 380, start at 829, c: 7
Node 381, start at 788, c: 7
Node 382, start at 824, c: 13
Node 383, start at 835, c: 11
Node 384, start at 765, c: 19
Node 385, start at 134, c: 13
Node 386, start at 24, c: 7
Node 387, start at 817, c: 11
Node 388, start at 308, c: 13
Node 389, start at 660, c: 19
Node 390, start at 690, c: 3
Node 391, start at 351, c: 11
Node 392, start at 13, c: 11
Node 393, start at 80, c: 19
Node 394, start at 609, c: 7
Node 395, start at 306, c: 5
Node 396, start at 11, c: 5
Node 397, start at 726, c: 5
Node 398, start at 518, c: 3
Node 399, start at 932, c: 19
Node 400, start at 562, c: 13
Node 401, start at 684, c: 19
Node 402, start at 39, c: 5
Node 403, start at 441, c: 5
Node 404, start at 489, c: 5
Node 405, start at 291, c: 5
Node 406, start at 801, c: 13
Node 407, start at 949, c: 19
Node 408, start at 36, c: 7
Node 409, start at 139, c: 5
Node 410, start at 86, c: 19
Node 411, start at 662, c: 5
Node 412, start at 367, c: 13
Node 413, start at 593, c: 5
Node 414, start at 15, c: 19
Node 415, start at 948, c: 5
Node 416, start at 328, c: 5
Node 417, start at 804, c: 5
Node 418, start at 972, c: 5
Node 419, start at 485, c: 5
Node 420, start at 21, c: 13
Node 421, start at 666, c: 7
Node 422, start at 953, c: 7
Node 423, start at 383, c: 5
Node 424, start at 23, c: 19
Node 425, start at 899, c: 5
Node 426, start at 443, c: 5
Node 427, start at 362, c: 13
Node 428, start at 338, c: 7
Node 429, start at 407, c: 5
Node 430, start at 970, c: 3
Node 431, start at 38, c: 7
Node 432, start at 633, c: 3
Node 433, start at 824, c: 5
Node 434, start at 262, c: 11
Node 435, start at 93, c: 5
Node 436, start at 23, c: 13
Node 437, start at 913, c: 5
Node 438, start at 662, c: 7
Node 439, start at 20, c: 7
Node 440, start at 679, c: 7
Node 441, start at 470, c: 5
Node 442, start at 393, c: 5
Node 443, start at 697, c: 7
Node 444, start at 268, c: 7
Node 445, start at 995, c: 11
Node 446, start at 125, c: 19
Node 447, start at 113, c: 5
Node 448, start at 290, c: 5
Node 449, start at 854, c: 13
Node 450, start at 786, c: 11
Node 451, start at 659, c: 13
Node 452, start at 904, c: 13
Node 453, start at 119, c: 7
Node 454, start at 295, c: 11
Node 455, start at 857, c: 19
Node 456, start at 457, c: 7
Node 457, start at 317, c: 5
Node 458, start at 314, c: 13
Node 459, start at 841, c: 5
Node 460, start at 967, c: 13
Node 461, start at 6, c: 7
Node 462, start at 933, c: 5
Node 463, start at 193, c: 7
Node 464, start at 857, c: 7
Node 465, start at 311, c: 3
Node 466, start at 19, c: 5
Node 467, start at 96, c: 13
Node 468, start at 335, c: 5
Node 469, start at 578, c: 19
Node 470, start at 791, c: 5
Node 471, start at 96, c: 7
Node 472, start at 530, c: 5
Node 473, start at 324, c: 11
Node 474, start at 403, c: 7
Node 475, start at 83, c: 5
Node 476, start at 499, c: 3
Node 477, start at 781, c: 5
Node 478, start at 590, c: 3
Node 479, start at 263, c: 5
Node 480, start at 995, c: 7
Node 481, start at 379, c: 5
Node 482, start at 686, c: 11
Node 483, start at 811, c: 3
Node 484, start at 455, c: 7
Node 485, start at 183, c: 7
Node 486, start at 691, c: 5
Node 487, start at 761, c: 5
Node 488, start at 145, c: 5
Node 489, start at 690, c: 11
Node 490, start at 122, c: 11
Node 491, start at 641, c: 5
Node 492, start at 802, c: 13
Node 493, start at 124, c: 11
Node 494, start at 328, c: 5
Node 495, start at 597, c: 3
Node 496, start at 484, c: 13
Node 497, start at 247, c: 13
Node 498, start at 369, c: 7
Node 499, start at 618, c: 7
Node 500, start at 697, c: 7
Node 501, start at 642, c: 5
Node 502, start at 279, c: 5
Node 503, start at 508, c: 13
Node 504, start at 105, c: 7
Node 505, start at 975, c: 5
Node 506, start at 1, c: 11
Node 507, start at 402, c: 13
Node 508, start at 273, c: 5
Node 509, start at 123, c: 13
Node 510, start at 860, c: 7
Node 511, start at 130, c: 5
Node 512, start at 609, c: 19
Node 513, start at 453, c: 5
Node 514, start at 166, c: 11
Node 515, start at 806, c: 11
Node 516, start at 1, c: 5
Node 517, start at 974, c: 3
Node 518, start at 724, c: 7
Node 519, start at 221, c: 5
Node 520, start at 227, c: 11
Node 521, start at 890, c: 5
Node 522, start at 136, c: 3
Node 523, start at 77, c: 19
Node 524, start at 328, c: 7
Node 525, start at 102, c: 5
Node 526, start at 435, c: 7
Node 527, start at 345, c: 7
Node 528, start at 730, c: 13
Node 529, start at 827, c: 7
Node 530, start at 736, c: 13
Node 531, start at 419, c: 5
Node 532, start at 459, c: 5
Node 533, start at 726, c: 3
Node 534, start at 275, c: 7
Node 535, start at 48, c: 11
Node 536, start at 101, c: 13
Node 537, start at 355, c: 11
Node 538, start at 199, c: 13
Node 539, start at 552, c: 3
Node 540, start at 102, c: 11
Node 541, start at 424, c: 7
Node 542, start at 164, c: 5
Node 543, start at 938, c: 11
Node 544, start at 480, c: 5
Node 545, start at 599, c: 5
Node 546, start at 794, c: 13
Node 547, start at 458, c: 5
Node 548, start at 404, c: 7
Node 549, start at 334, c: 13
Node 550, start at 703, c: 13
Node 551, start at 190, c: 7
Node 552, start at 849, c: 5
Node 553, start at 644, c: 19
Node 554, start at 403, c: 11
Node 555, start at 35, c: 3
Node 556, start at 515, c: 5
Node 557, start at 780, c: 19
Node 558, start at 781, c: 5
Node 559, start at 828, c: 11
Node 560, start at 588, c: 7
Node 561, start at 409, c: 11
Node 562, start at 313, c: 7
Node 563, start at 39, c: 7
Node 564, start at 498, c: 7
Node 565, start at 990, c: 5
Node 566, start at 876, c: 7
Node 567, start at 134, c: 13
Node 568, start at 739, c: 5
Node 569, start at 154, c: 5
Node 570, start at 143, c: 19
Node 571, start at 559, c: 5
Node 572, start at 179, c: 5
Node 573, start at 28, c: 5
Node 574, start at 734, c: 7
Node 575, start at 271, c: 7
Node 576, start at 392, c: 13
Node 577, start at 545, c: 11
Node 578, start at 510, c: 5
Node 579, start at 953, c: 19
Node 580, start at 958, c: 13
Node 581, start at 619, c: 5
Node 582, start at 437, c: 5
Node 583, start at 6, c: 7
Node 584, start at 733, c: 5
Node 585, start at 754, c: 3
Node 586, start at 926, c: 3
Node 587, start at 653, c: 7
Node 588, start at 983, c: 5
Node 589, start at 67, c: 7
Node 590, start at 815, c: 19
Node 591, start at 54, c: 7
Node 592, start at 329, c: 7
Node 593, start at 949, c: 7
Node 594, start at 696, c: 7
Node 595, start at 892, c: 5
Node 596, start at 281, c: 5
Node 597, start at 180, c: 19
Node 598, start at 363, c: 13
Node 599, start at 210, c: 19
Node 600, start at 96, c: 5
Node 601, start at 59, c: 19
Node 602, start at 475, c: 19
Node 603, start at 333, c: 3
Node 604, start at 757, c: 5
Node 605, start at 284, c: 3
Node 606, start at 95, c: 5
Node 607, start at 62, c: 3
Node 608, start at 991, c: 13
Node 609, start at 264, c: 5
Node 610, start at 695, c: 3
Node 611, start at 110, c: 5
Node 612, start at 581, c: 3
Node 613, start at 254, c: 7
Node 614, start at 73, c: 7
Node 615, start at 370, c: 11
Node 616, start at 795, c: 11
Node 617, start at 832, c: 3
Node 618, start at 645, c: 7
Node 619, start at 387, c: 19
Node 620, start at 945, c: 7
Node 621, start at 62, c: 7
Node 622, start at 135, c: 13
Node 623, start at 219, c: 3
Node 624, start at 204, c: 11
Node 625, start at 393, c: 3
Node 626, start at 220, c: 7
Node 627, start at 74, c: 19
Node 628, start at 434, c: 5
Node 629, start at 965, c: 5
Node 630, start at 175, c: 11
Node 631, start at 920, c: 11
Node 632, start at 29, c: 3
Node 633, start at 108, c: 19
Node 634, start at 980, c: 3
Node 635, start at 572, c: 13
Node 636, start at 819, c: 7
Node 637, start at 264, c: 5
Node 638, start at 488, c: 3
Node 639, start at 551, c: 7
Node 640, start at 483, c: 5
Node 641, start at 313, c: 5
Node 642, start at 238, c: 7
Node 643, start at 956, c: 3
Node 644, start at 919, c: 5
Node 645, start at 209, c: 7
Node 646, start at 139, c: 5
Node 647, start at 148, c: 5
Node 648, start at 298, c: 11
Node 649, start at 257, c: 7
Node 650, start at 207, c: 13
Node 651, start at 499, c: 11
Node 652, start at 194, c: 7
Node 653, start at 74, c: 7
Node 654, start at 127, c: 3
Node 655, start at 813, c: 5
Node 656, start at 969, c: 5
Node 657, start at 101, c: 13
Node 658, start at 15, c: 7
Node 659, start at 283, c: 7
Node 660, start at 353, c: 5
Node 661, start at 512, c: 19
Node 662, start at 160, c: 7
Node 663, start at 550, c: 5
Node 664, start at 92, c: 5
Node 665, start at 261, c: 11
Node 666, start at 319, c: 7
Node 667, start at 524, c: 5
Node 668, start at 11, c: 5
Node 669, start at 536, c: 11
Node 670, start at 938, c: 7
Node 671, start at 422, c: 7
Node 672, start at 77, c: 5
Node 673, start at 424, c: 5
Node 674, start at 324, c: 13
Node 675, start at 885, c: 7
Node 676, start at 598, c: 7
Node 677, start at 731, c: 11
Node 678, start at 871, c: 5
Node 679, start at 770, c: 13
Node 680, start at 121, c: 3
Node 681, start at 864, c: 7
Node 682, start at 34, c: 5
Node 683, start at 269, c: 5
Node 684, start at 547, c: 3
Node 685, start at 24, c: 7
Node 686, start at 466, c: 7
Node 687, start at 782, c: 5
Node 688, start at 648, c: 19
Node 689, start at 969, c: 5
Node 690, start at 581, c: 3
Node 691, start at 253, c: 13
Node 692, start at 797, c: 5
Node 693, start at 686, c: 5
Node 694, start at 262, c: 13
Node 695, start at 729, c: 3
Node 696, start at 327, c: 5
Node 697, start at 652, c: 7
Node 698, start at 769, c: 13
Node 699, start at 92, c: 5
Node 700, start at 346, c: 11
Node 701, start at 59, c: 13
Node 702, start at 543, c: 13
Node 703, start at 938, c: 11
Node 704, start at 536, c: 3
Node 705, start at 641, c: 13
Node 706, start at 214, c: 5
Node 707, start at 821, c: 11
Node 708, start at 671, c: 19
Node 709, start at 234, c: 5
Node 710, start at 88, c: 19
Node 711, start at 247, c: 5
Node 712, start at 132, c: 5
Node 713, start at 918, c: 3
Node 714, start at 413, c: 5
Node 715, start at 459, c: 7
Node 716, start at 751, c: 7
Node 717, start at 47, c: 19
Node 718, start at 227, c: 19
Node 719, start at 25, c: 7
Node 720, start at 514, c: 13
Node 721, start at 831, c: 5
Node 722, start at 319, c: 7
Node 723, start at 156, c: 5
Node 724, start at 234, c: 19
Node 725, start at 960, c: 11
Node 726, start at 911, c: 5
Node 727, start at 242, c: 13
Node 728, start at 360, c: 19
Node 729, start at 966, c: 13
Node 730, start at 583, c: 5
Node 731, start at 619, c: 7
Node 732, start at 327, c: 7
Node 733, start at 949, c: 7
Node 734, start at 341, c: 7
Node 735, start at 885, c: 5
Node 736, start at 979, c: 13
Node 737, start at 108, c: 11
Node 738, start at 920, c: 11
Node 739, start at 780, c: 7
Node 740, start at 755, c: 7
Node 741, start at 598, c: 5
Node 742, start at 141, c: 5
Node 743, start at 2, c: 19
Node 744, start at 600, c: 7
Node 745, start at 22, c: 13
Node 746, start at 273, c: 13
Node 747, start at 427, c: 5
Node 748, start at 537, c: 5
Node 749, start at 250, c: 5
Node 750, start at 633, c: 5
Node 751, start at 740, c: 13
Node 752, start at 840, c: 5
Node 753, start at 212, c: 5
Node 754, start at 487, c: 5
Node 755, start at 294, c: 19
Node 756, start at 462, c: 5
Node 757, start at 257, c: 5
Node 758, start at 606, c: 13
Node 759, start at 346, c: 5
Node 760, start at 582, c: 13
Node 761, start at 699, c: 5
Node 762, start at 654, c: 13
Node 763, start at 416, c: 7
Node 764, start at 937, c: 5
Node 765, start at 374, c: 7
Node 766, start at 45, c: 5
Node 767, start at 962, c: 7
Node 768, start at 571, c: 11
Node 769, start at 376, c: 5
Node 770, start at 644, c: 5
Node 771, start at 512, c: 5
Node 772, start at 713, c: 5
Node 773, start at 745, c: 7
Node 774, start at 546, c: 13
Node 775, start at 538, c: 7
Node 776, start at 905, c: 11
Node 777, start at 523, c: 7
Node 778, start at 840, c: 19
Node 779, start at 876, c: 13
Node 780, start at 596, c: 3
Node 781, start at 376, c: 11
Node 782, start at 579, c: 11
Node 783, start at 904, c: 19
Node 784, start at 766, c: 13
Node 785, start at 888, c: 3
Node 786, start at 518, c: 11
Node 787, start at 128, c: 11
Node 788, start at 837, c: 13
Node 789, start at 536, c: 5
Node 790, start at 31, c: 5
Node 791, start at 13, c: 7
Node 792, start at 892, c: 11
Node 793, start at 752, c: 5
Node 794, start at 485, c: 19
Node 795, start at 289, c: 11
Node 796, start at 130, c: 7
Node 797, start at 430, c: 11
Node 798, start at 700, c: 11
Node 799, start at 371, c: 13
Node 800, start at 802, c: 7
Node 801, start at 673, c: 5
Node 802, start at 270, c: 5
Node 803, start at 961, c: 5
Node 804, start at 651, c: 3
Node 805, start at 161, c: 5
Node 806, start at 833, c: 3
Node 807, start at 909, c: 19
Node 808, start at 838, c: 11
Node 809, start at 506, c: 19
Node 810, start at 403, c: 7
Node 811, start at 686, c: 5
Node 812, start at 709, c: 7
Node 813, start at 342, c: 7
Node 814, start at 419, c: 3
Node 815, start at 275, c: 5
Node 816, start at 493, c: 7
Node 817, start at 909, c: 5
Node 818, start at 559, c: 7
Node 819, start at 794, c: 7
Node 820, start at 244, c: 5
Node 821, start at 479, c: 7
Node 822, start at 3, c: 5
Node 823, start at 503, c: 7
Node 824, start at 775, c: 7
Node 825, start at 517, c: 13
Node 826, start at 540, c: 11
Node 827, start at 323, c: 11
Node 828, start at 37, c: 11
Node 829, start at 216, c: 7
Node 830, start at 882, c: 13
Node 831, start at 423, c: 5
Node 832, start at 496, c: 7
Node 833, start at 423, c: 7
Node 834, start at 378, c: 13
Node 835, start at 136, c: 5
Node 836, start at 483, c: 5
Node 837, start at 475, c: 5
Node 838, start at 574, c: 7
Node 839, start at 897, c: 13
Node 840, start at 85, c: 7
Node 841, start at 473, c: 5
Node 842, start at 419, c: 7
Node 843, start at 661, c: 19
Node 844, start at 72, c: 11
Node 845, start at 664, c: 5
Node 846, start at 77, c: 11
Node 847, start at 668, c: 11
Node 848, start at 716, c: 5
Node 849, start at 782, c: 5
Node 850, start at 259, c: 5
Node 851, start at 312, c: 5
Node 852, start at 735, c: 5
Node 853, start at 949, c: 11
Node 854, start at 1, c: 5
Node 855, start at 131, c: 13
Node 856, start at 966, c: 3
Node 857, start at 556, c: 5
Node 858, start at 566, c: 7
Node 859, start at 710, c: 19
Node 860, start at 677, c: 7
Node 861, start at 169, c: 5
Node 862, start at 802, c: 5
Node 863, start at 228, c: 5
